ACC,   0.306,   0.587,   9.993,20181010_021232
GYR,  24.930, -31.053,  39.801,20181010_021232
MAG,-1021.092,-367.795,1062.673,20181010_021232
FUS,-146.322,  -8.206,  -3.553,20181010_021232
ACC,   0.340,   0.594,   9.948,20181010_021232
GYR,   4.374, -23.181,  38.926,20181010_021232
MAG,-1021.995,-367.976,1063.895,20181010_021232
FUS,-150.328,  -3.326, -13.845,20181010_021232
ACC,   0.342,   0.555,   9.910,20181010_021233
GYR,  18.807, -26.680,  36.739,20181010_021233
MAG,-1021.453,-368.156,1061.974,20181010_021233
FUS,-149.943,  -4.466,   2.579,20181010_021233
ACC,   0.342,   0.575,  10.046,20181010_021233
GYR,  31.491, -20.119,  59.920,20181010_021233
MAG,-1022.175,-368.517,1063.022,20181010_021233
FUS,-144.481,  -7.777,  -1.610,20181010_021233
ACC,   0.342,   0.608,   9.977,20181010_021233
GYR,  25.805, -24.930,  47.674,20181010_021234
MAG,-1021.814,-368.156,1060.228,20181010_021234
FUS,-143.650,  -6.666,  -3.088,20181010_021234
ACC,   0.366,   0.606,   9.981,20181010_021234
GYR,  34.990, -17.495,  38.051,20181010_021234
MAG,-1021.995,-366.893,1062.847,20181010_021234
FUS,-146.210,  -3.634,   0.036,20181010_021234
ACC,   0.345,   0.567,   9.986,20181010_021234
GYR,  29.304,  -3.936,  46.799,20181010_021234
MAG,-1021.273,-365.088,1062.149,20181010_021234
FUS,-145.851,  -0.940,  -2.455,20181010_021234
ACC,   0.347,   0.555,   9.960,20181010_021235
GYR,  23.618, -27.117,  45.487,20181010_021235
MAG,-1021.995,-366.532,1061.800,20181010_021235
FUS,-146.157,  -7.668,  -4.000,20181010_021235
ACC,   0.338,   0.579,  10.001,20181010_021235
GYR,  21.869, -25.368,  40.676,20181010_021235
MAG,-1021.273,-366.893,1062.847,20181010_021235
FUS,-147.463,  -5.853,  -3.516,20181010_021235
ACC,   0.369,   0.599,   9.993,20181010_021235
GYR,  34.552, -16.620,  43.300,20181010_021235
MAG,-1020.731,-367.795,1064.419,20181010_021235
FUS,-148.290,  -3.419,   0.598,20181010_021235
ACC,   0.342,   0.584,   9.989,20181010_021236
GYR,  24.930, -23.618,  46.799,20181010_021236
MAG,-1020.912,-367.615,1061.450,20181010_021236
FUS,-147.639,  -7.694,  -3.402,20181010_021236
ACC,   0.335,   0.577,  10.005,20181010_021236
GYR,  36.302, -24.930,  48.548,20181010_021236
MAG,-1021.453,-365.630,1062.323,20181010_021236
FUS,-146.219,  -5.926,   0.986,20181010_021236
ACC,   0.357,   0.587,  10.003,20181010_021236
GYR,  31.053, -24.930,  43.737,20181010_021236
MAG,-1021.453,-366.352,1063.022,20181010_021236
FUS,-146.441,  -8.091,  -1.426,20181010_021236
ACC,   0.345,   0.601,   9.955,20181010_021237
GYR,  33.240, -11.809,  56.421,20181010_021237
MAG,-1020.912,-366.171,1062.149,20181010_021237
FUS,-142.714,  -2.805,  -0.699,20181010_021237
ACC,   0.338,   0.558,   9.986,20181010_021237
GYR,  20.994, -20.119,  59.483,20181010_021237
MAG,-1021.814,-367.795,1063.371,20181010_021237
FUS,-138.356,  -5.240,  -6.146,20181010_021237
ACC,   0.338,   0.579,  10.008,20181010_021237
GYR,  24.055, -20.557,  48.548,20181010_021237
MAG,-1021.453,-368.156,1061.625,20181010_021237
FUS,-138.306,  -2.092,  -3.944,20181010_021237
ACC,   0.357,   0.575,  10.051,20181010_021238
GYR,  29.304, -20.994,  62.107,20181010_021238
MAG,-1020.731,-367.434,1062.673,20181010_021238
FUS,-134.305,  -3.299,  -3.389,20181010_021238
ACC,   0.350,   0.587,   9.972,20181010_021238
GYR,  17.932,   3.499,  51.173,20181010_021238
MAG,-1021.634,-366.171,1063.196,20181010_021238
FUS,-134.330,   5.042,  -7.481,20181010_021238
ACC,   0.352,   0.584,   9.948,20181010_021238
GYR,  32.366, -26.680,  57.296,20181010_021238
MAG,-1021.453,-367.073,1063.720,20181010_021238
