ACC,   0.366,   0.582,   9.957,20181010_020044
GYR,  38.489, -22.306,  50.735,20181010_020044
MAG,-1023.258,-366.352,1063.371,20181010_020044
FUS,-149.100,  -7.178,   1.530,20181010_020044
ACC,   0.326,   0.565,   9.989,20181010_020044
GYR,  34.115, -15.308,  49.860,20181010_020044
MAG,-1022.175,-367.795,1063.720,20181010_020044
FUS,-144.714,  -3.646,  -1.961,20181010_020044
ACC,   0.335,   0.560,   9.998,20181010_020044
GYR,  34.115, -10.060,  57.296,20181010_020044
MAG,-1020.912,-367.615,1061.800,20181010_020044
FUS,-141.498,  -1.724,  -1.132,20181010_020044
ACC,   0.390,   0.563,  10.015,20181010_020045
GYR,  27.992, -21.869,  46.361,20181010_020045
MAG,-1020.912,-367.976,1063.546,20181010_020045
FUS,-141.721,  -6.214,  -3.754,20181010_020045
ACC,   0.383,   0.577,   9.974,20181010_020045
GYR,  27.554, -14.871,  56.858,20181010_020045
MAG,-1021.092,-367.073,1062.323,20181010_020045
FUS,-138.762,  -2.120,  -3.145,20181010_020045
ACC,   0.338,   0.539,  10.005,20181010_020045
GYR,  26.680, -34.115,  53.359,20181010_020045
MAG,-1020.370,-367.795,1062.673,20181010_020046
FUS,-136.931,  -7.900,  -4.484,20181010_020046
ACC,   0.364,   0.546,  10.003,20181010_020046
GYR,  22.743,  -9.622,  45.924,20181010_020046
MAG,-1022.716,-367.976,1063.196,20181010_020046
FUS,-137.496,   0.450,  -5.121,20181010_020046
ACC,   0.278,   0.575,   9.991,20181010_020046
GYR,  39.801,  -6.998,  44.612,20181010_020046
MAG,-1020.370,-367.795,1061.625,20181010_020046
FUS,-139.604,   1.344,   0.292,20181010_020046
ACC,   0.309,   0.551,   9.931,20181010_020047
GYR,  27.992, -12.246,  52.047,20181010_020047
MAG,-1023.258,-366.712,1063.022,20181010_020047
FUS,-137.809,  -3.290,  -4.051,20181010_020047
ACC,   0.323,   0.548,   9.972,20181010_020047
GYR,  22.743, -12.684,  51.610,20181010_020047
MAG,-1021.453,-367.434,1061.625,20181010_020047
FUS,-137.054,  -0.324,  -5.420,20181010_020047
ACC,   0.359,   0.591,   9.953,20181010_020047
GYR,  13.559, -24.930,  45.049,20181010_020047
MAG,-1021.273,-367.615,1062.149,20181010_020047
FUS,-138.606,  -4.449,  -7.545,20181010_020047
ACC,   0.316,   0.560,   9.974,20181010_020048
GYR,  20.119, -40.676,  62.982,20181010_020048
MAG,-1020.912,-366.893,1063.546,20181010_020048
FUS,-133.293,  -7.129,  -4.982,20181010_020048
ACC,   0.357,   0.563,  10.036,20181010_020048
GYR,  25.368, -15.745,  60.795,20181010_020048
MAG,-1021.634,-366.171,1062.149,20181010_020048
FUS,-129.212,  -0.541,  -4.964,20181010_020048
ACC,   0.345,   0.563,   9.981,20181010_020048
GYR,  30.179,   3.499,  57.296,20181010_020048
MAG,-1020.731,-367.795,1063.022,20181010_020048
FUS,-127.882,   6.454,  -4.127,20181010_020048
ACC,   0.340,   0.560,   9.893,20181010_020049
GYR,  24.930, -17.932,  51.173,20181010_020049
MAG,-1021.273,-366.532,1061.800,20181010_020049
FUS,-127.461,  -3.844,  -6.210,20181010_020049
ACC,   0.345,   0.567,  10.001,20181010_020049
GYR,  39.801, -14.433,  44.175,20181010_020049
MAG,-1021.092,-367.073,1063.720,20181010_020049
FUS,-129.268,   1.669,  -0.727,20181010_020049
ACC,   0.362,   0.567,   9.977,20181010_020049
GYR,  39.801, -20.994,  55.984,20181010_020049
MAG,-1020.912,-366.893,1061.450,20181010_020049
