ACC,   0.283,   0.690,   9.984,20181010_010748
GYR,  21.869, -22.743,  67.355,20181010_010748
MAG,-966.230,-263.123,1049.053,20181010_010748
FUS,-113.223,  -3.497,  -3.539,20181010_010748
ACC,   0.254,   0.656,   9.979,20181010_010748
GYR,  24.930, -17.058,  47.674,20181010_010748
MAG,-966.230,-262.402,1050.450,20181010_010748
FUS,-112.411,   9.790,  -7.648,20181010_010748
ACC,   0.237,   0.711,   9.965,20181010_010748
GYR,  27.554, -23.618,  53.359,20181010_010748
MAG,-966.230,-262.763,1050.101,20181010_010748
FUS,-113.194,  -1.618,  -1.132,20181010_010748
ACC,   0.256,   0.546,  10.063,20181010_010749
GYR,  53.359,  -9.185,  46.361,20181010_010749
MAG,-967.493,-263.665,1050.625,20181010_010749
FUS,-112.289,   4.884,   3.047,20181010_010749
ACC,   0.041,   0.333,   9.402,20181010_010749
GYR,  57.296, -73.041,  46.799,20181010_010749
MAG,-966.952,-262.041,1048.355,20181010_010749
FUS,-111.767, -17.068,   4.027,20181010_010749
ACC,   0.196,   0.737,  10.001,20181010_010749
GYR,  34.115, -14.433,  56.858,20181010_010749
MAG,-965.869,-263.845,1049.752,20181010_010749
FUS,-104.006,  -7.189,   0.330,20181010_010749
ACC,   0.247,   0.649,   9.893,20181010_010750
GYR,  22.306, -33.678,  54.234,20181010_010750
MAG,-964.786,-263.845,1052.196,20181010_010750
FUS, -98.774,  -4.516,  -6.381,20181010_010750
ACC,   0.297,   0.713,   9.979,20181010_010750
GYR,  31.491, -31.928,  49.423,20181010_010750
MAG,-966.049,-263.665,1050.275,20181010_010750
FUS, -96.245,   1.766,  -3.064,20181010_010750
ACC,   0.251,   0.785,   9.969,20181010_010750
GYR, -32.803, -10.497,  38.926,20181010_010751
MAG,-964.966,-263.304,1048.879,20181010_010751
FUS,-100.212,   9.387, -25.384,20181010_010751
ACC,   0.278,   0.613,   9.941,20181010_010751
GYR,  10.497,  -3.499,  46.799,20181010_010751
MAG,-965.508,-262.402,1049.752,20181010_010751
FUS, -89.042,  13.581,   4.809,20181010_010751
ACC,   0.192,   0.733,   9.881,20181010_010751
GYR,  20.557,  -6.123,  47.674,20181010_010751
MAG,-965.688,-264.748,1050.974,20181010_010751
FUS, -85.460,   7.332,  -7.073,20181010_010751
ACC,   0.196,   0.876,   9.902,20181010_010752
GYR,  -0.437, -29.304,  48.986,20181010_010752
MAG,-966.591,-262.402,1050.101,20181010_010752
FUS, -86.274,  11.220, -11.801,20181010_010752
ACC,   0.271,   0.656,   9.955,20181010_010752
GYR,  18.807, -15.745,  45.924,20181010_010752
MAG,-966.049,-261.499,1049.228,20181010_010752
FUS, -89.074,  12.599,   3.166,20181010_010752
ACC,   0.275,   0.699,   9.989,20181010_010752
GYR,  24.930, -13.559,  50.298,20181010_010752
MAG,-966.230,-263.484,1048.704,20181010_010752
FUS, -85.337,   4.979,  -6.792,20181010_010752
ACC,   0.309,   0.639,   9.991,20181010_010753
GYR,  22.306, -25.368,  52.485,20181010_010753
MAG,-966.230,-261.680,1050.101,20181010_010753
FUS, -83.552,  11.428,  -6.268,20181010_010753
ACC,   0.239,   0.603,   9.922,20181010_010753
GYR,  28.429, -27.117,  57.733,20181010_010753
MAG,-964.966,-261.860,1049.228,20181010_010753
FUS, -83.080,   7.800,  -5.849,20181010_010753
ACC,   0.249,   0.639,   9.934,20181010_010753
GYR,  37.614, -20.557,  60.795,20181010_010753
MAG,-967.313,-264.928,1048.704,20181010_010753
FUS, -79.359,  13.026,  -1.873,20181010_010753
ACC,   0.230,   0.728,   9.981,20181010_010754
GYR,  44.612, -31.053,  61.232,20181010_010754
MAG,-966.771,-263.304,1050.974,20181010_010754
FUS, -74.567,   2.997,  -2.380,20181010_010754
ACC,   0.235,   0.735,  10.017,20181010_010754
GYR,   1.749, -14.433,  47.236,20181010_010754
MAG,-966.410,-262.221,1050.275,20181010_010754
FUS, -72.360,  14.345, -12.836,20181010_010754
ACC,   0.455,   0.886,   9.979,20181010_010754
GYR,  18.370, -32.366,  44.612,20181010_010754
MAG,-966.771,-262.943,1050.625,20181010_010754
FUS, -68.951,   3.936,  14.282,20181010_010754
ACC,   0.280,   0.711,   9.998,20181010_010755
GYR, -13.559,  -8.310,  55.109,20181010_010755
MAG,-966.049,-262.943,1050.625,20181010_010755
FUS, -58.639,   7.175, -11.831,20181010_010755
ACC,   0.287,   0.718,   9.905,20181010_010755
GYR,  49.860,  -9.185,  34.990,20181010_010755
MAG,-965.688,-262.943,1048.879,20181010_010755
FUS, -53.902,  24.223,  13.095,20181010_010755
ACC,   0.237,   0.709,  10.029,20181010_010755
GYR,  44.612, -21.431,  36.739,20181010_010755
MAG,-966.771,-263.665,1049.228,20181010_010755
FUS, -51.823,   5.255,   9.481,20181010_010755
ACC,   0.273,   0.668,   9.931,20181010_010756
GYR,  17.932, -16.183,  42.862,20181010_010756
MAG,-966.591,-263.484,1048.704,20181010_010756
FUS, -44.872,  10.729,  -2.872,20181010_010756
ACC,   0.280,   0.766,   9.979,20181010_010756
GYR,  32.366,   3.936,  54.234,20181010_010756
MAG,-964.786,-263.123,1050.101,20181010_010756
FUS, -35.112,  31.072,   2.530,20181010_010756
ACC,   0.251,   0.716,   9.991,20181010_010756
GYR,  18.807, -26.680,  35.865,20181010_010756
MAG,-966.410,-263.304,1049.228,20181010_010757
FUS, -26.464,  -1.679,   2.904,20181010_010757
ACC,   0.271,   0.687,   9.984,20181010_010757
GYR,   9.185,  -6.561,  58.171,20181010_010757
MAG,-965.688,-261.138,1049.577,20181010_010757
