ACC,   0.278,   0.680,   9.957,20181010_012529
GYR,  30.616,  -4.811,  51.173,20181010_012529
MAG,-966.049,-261.860,1048.879,20181010_012529
FUS,-112.606,  10.202,  -0.042,20181010_012529
ACC,   0.314,   0.661,   9.989,20181010_012530
GYR,  17.058, -17.058,  40.238,20181010_012530
MAG,-966.410,-262.943,1050.974,20181010_012530
FUS,-112.493, -13.046, -18.902,20181010_012530
ACC,   0.278,   0.682,   9.972,20181010_012530
GYR,  37.177, -11.809,  55.109,20181010_012530
MAG,-968.034,-263.123,1050.101,20181010_012530
FUS,-107.146,   4.084,  -1.200,20181010_012530
ACC,   0.294,   0.697,  10.008,20181010_012530
GYR,  27.117, -15.745,  57.733,20181010_012530
MAG,-967.313,-263.484,1051.847,20181010_012530
FUS,-103.742,   4.187,  -6.551,20181010_012530
ACC,   0.311,   0.658,   9.998,20181010_012531
GYR,  40.676, -19.682,  50.735,20181010_012531
MAG,-967.132,-264.387,1050.974,20181010_012531
FUS,-104.312,   6.866,  -0.909,20181010_012531
ACC,   0.287,   0.678,  10.005,20181010_012531
GYR,  21.431, -20.994,  50.735,20181010_012531
MAG,-966.230,-264.567,1049.053,20181010_012531
FUS,-103.080,   2.125,  -8.866,20181010_012531
ACC,   0.232,   0.656,   9.979,20181010_012531
GYR,  31.491,  -7.873,  59.483,20181010_012531
MAG,-966.230,-262.763,1050.450,20181010_012531
FUS,-100.086,  13.547,  -1.368,20181010_012531
ACC,   0.237,   0.670,  10.001,20181010_012532
GYR,   7.873, -18.807,  48.111,20181010_012532
MAG,-967.132,-262.221,1049.228,20181010_012532
FUS, -97.953,  -0.151, -13.118,20181010_012532
ACC,   0.259,   0.658,   9.969,20181010_012532
GYR,  28.429, -10.934,  53.797,20181010_012532
MAG,-966.230,-262.041,1048.704,20181010_012532
FUS, -94.779,  13.950,  -0.610,20181010_012532
ACC,   0.283,   0.699,   9.979,20181010_012533
GYR,  19.682, -19.682,  57.296,20181010_012533
MAG,-967.493,-262.943,1051.323,20181010_012533
FUS, -89.305,  -0.179,  -9.685,20181010_012533
ACC,   0.237,   0.690,   9.991,20181010_012533
GYR,   4.811, -22.306,  51.610,20181010_012533
MAG,-966.049,-263.304,1049.228,20181010_012533
FUS, -86.761,  11.235, -10.261,20181010_012533
ACC,   0.297,   0.630,   9.977,20181010_012533
GYR,  25.805,  -7.873,  45.924,20181010_012533
MAG,-966.230,-262.763,1050.799,20181010_012533
FUS, -91.925,  13.969,   1.231,20181010_012533
ACC,   0.323,   0.687,   9.960,20181010_012534
GYR,  20.994, -17.058,  46.799,20181010_012534
MAG,-967.313,-262.402,1051.498,20181010_012534
FUS, -89.497,   1.876,  -8.863,20181010_012534
ACC,   0.263,   0.630,   9.950,20181010_012534
GYR,  27.554,  -8.747,  38.489,20181010_012534
MAG,-967.673,-263.845,1050.450,20181010_012534
FUS, -91.952,  15.399,  -4.023,20181010_012534
ACC,   0.227,   0.673,  10.051,20181010_012534
GYR,  39.364, -11.809,  49.423,20181010_012534
MAG,-966.771,-265.109,1050.625,20181010_012534
FUS, -91.693,   0.666,  -2.199,20181010_012534
ACC,   0.251,   0.634,   9.960,20181010_012535
GYR,  18.807,  -6.561,  54.234,20181010_012535
MAG,-966.952,-264.567,1050.450,20181010_012535
FUS, -88.285,  11.845,  -8.242,20181010_012535
ACC,   0.278,   0.706,  10.025,20181010_012535
GYR,  17.495,   0.000,  43.737,20181010_012535
MAG,-967.132,-262.221,1050.625,20181010_012535
FUS, -94.970,  13.134,  -5.857,20181010_012535
ACC,   0.297,   0.680,   9.972,20181010_012535
GYR,  19.244,  -4.811,  64.294,20181010_012535
MAG,-966.591,-262.763,1049.752,20181010_012535
FUS, -91.994,   5.140,  -7.264,20181010_012535
ACC,   0.278,   0.656,  10.017,20181010_012536
GYR,  26.680, -17.058,  59.483,20181010_012536
MAG,-966.771,-264.026,1049.926,20181010_012536
FUS, -89.229,  12.417,  -4.498,20181010_012536
ACC,   0.263,   0.632,   9.996,20181010_012536
GYR,  23.618,  -0.437,  49.423,20181010_012536
MAG,-966.952,-263.484,1050.101,20181010_012536
FUS, -91.054,  10.652,  -9.295,20181010_012536
ACC,   0.309,   0.682,   9.965,20181010_012536
GYR,  13.121, -15.745,  59.045,20181010_012536
MAG,-967.132,-261.499,1049.926,20181010_012536
FUS, -91.864,   9.696,  -4.243,20181010_012536
ACC,   0.275,   0.651,  10.008,20181010_012537
GYR,  23.618, -11.809,  62.107,20181010_012537
MAG,-966.591,-264.928,1051.148,20181010_012537
FUS, -88.961,   9.694,  -8.308,20181010_012537
ACC,   0.268,   0.675,   9.962,20181010_012537
GYR,  47.674,  -7.873,  56.858,20181010_012537
MAG,-966.230,-262.763,1050.101,20181010_012537
FUS, -89.626,  15.028,   4.297,20181010_012537
ACC,   0.263,   0.675,   9.996,20181010_012537
GYR,   5.686, -12.684,  39.801,20181010_012537
MAG,-967.673,-262.041,1050.101,20181010_012537
FUS, -87.868,   4.121, -12.504,20181010_012537
ACC,   0.304,   0.702,  10.003,20181010_012538
GYR,  20.119, -24.930,  45.049,20181010_012538
MAG,-966.952,-263.845,1051.148,20181010_012538
FUS, -87.304,  12.835,  -1.652,20181010_012538
ACC,   0.275,   0.687,  10.027,20181010_012538
GYR,  15.308, -19.244,  62.107,20181010_012538
MAG,-966.952,-263.845,1050.101,20181010_012538
FUS, -81.528,   4.333, -12.075,20181010_012538
ACC,   0.242,   0.709,   9.957,20181010_012538
GYR,  11.809,  -6.998,  57.296,20181010_012538
MAG,-968.215,-262.943,1049.228,20181010_012539
FUS, -76.642,  21.150,  -3.407,20181010_012539
ACC,   0.302,   0.709,   9.926,20181010_012539
GYR,   6.123, -16.620,  35.865,20181010_012539
MAG,-966.049,-264.026,1050.974,20181010_012539
FUS, -72.759,  -3.927,  -9.285,20181010_012539
ACC,   0.266,   0.723,   9.948,20181010_012539
GYR,  32.366, -27.117,  63.856,20181010_012539
MAG,-966.049,-262.943,1050.275,20181010_012539
FUS, -61.032,   9.748,   0.354,20181010_012539
ACC,   0.247,   0.687,  10.065,20181010_012540
GYR,  38.926, -11.372,  60.795,20181010_012540
MAG,-967.132,-262.582,1049.577,20181010_012540
FUS, -52.170,  17.537,  -0.795,20181010_012540
ACC,   0.335,   0.637,   9.926,20181010_012540
GYR,  13.559, -23.618,  57.296,20181010_012540
MAG,-966.771,-262.582,1050.974,20181010_012540
FUS, -44.214,   6.710, -14.409,20181010_012540
ACC,   0.302,   0.723,   9.950,20181010_012540
GYR,  30.179, -19.682,  45.924,20181010_012540
MAG,-966.591,-263.845,1050.101,20181010_012540
FUS, -30.888,  20.338,  11.146,20181010_012540
ACC,   0.249,   0.661,   9.984,20181010_012541
GYR,  38.051, -10.060,  43.300,20181010_012541
MAG,-967.313,-263.845,1051.148,20181010_012541
FUS, -22.789,  13.391,   4.150,20181010_012541
ACC,   0.261,   0.670,  10.058,20181010_012541
GYR,  27.992,  -2.187,  48.111,20181010_012541
MAG,-966.952,-263.484,1049.752,20181010_012541
FUS,  -9.020,  27.579,   0.067,20181010_012541
ACC,   0.266,   0.661,   9.912,20181010_012541
GYR,  35.427, -15.308,  48.986,20181010_012541
MAG,-969.117,-262.402,1049.402,20181010_012541
FUS,   6.110,  -2.471,  11.571,20181010_012541
ACC,   0.278,   0.685,   9.962,20181010_012542
GYR,  31.053, -16.620,  64.731,20181010_012542
MAG,-965.869,-262.041,1050.101,20181010_012542
FUS,  33.921,   7.783,  14.795,20181010_012542
ACC,   0.271,   0.711,  10.036,20181010_012542
GYR,  44.175, -15.745,  57.733,20181010_012542
MAG,-966.049,-262.582,1052.021,20181010_012542
FUS,  63.741,  11.740,  22.280,20181010_012542
ACC,   0.268,   0.682,   9.993,20181010_012542
GYR,  16.620, -15.308,  51.173,20181010_012542
MAG,-967.132,-264.748,1049.228,20181010_012542
FUS,  89.078,   7.906,  13.383,20181010_012542
ACC,   0.309,   0.661,   9.965,20181010_012543
GYR,  32.366, -21.869,  48.548,20181010_012543
MAG,-966.771,-264.387,1049.926,20181010_012543
FUS, 115.247,   0.541,  19.499,20181010_012543
ACC,   0.259,   0.682,  10.005,20181010_012543
GYR,  25.368, -27.992,  37.177,20181010_012543
MAG,-967.132,-263.304,1049.926,20181010_012543
FUS, 134.701,  -6.340,  14.398,20181010_012543
ACC,   0.268,   0.682,   9.953,20181010_012543
GYR,  36.302, -11.372,  45.924,20181010_012543
MAG,-966.410,-262.221,1049.577,20181010_012543
FUS, 154.943,  -5.135,  16.485,20181010_012543
ACC,   0.266,   0.702,   9.991,20181010_012544
GYR,  31.491,  -4.374,  42.425,20181010_012544
MAG,-967.313,-264.206,1050.101,20181010_012544
FUS, 167.747,  -5.553,   9.399,20181010_012544
ACC,   0.266,   0.721,   9.989,20181010_012544
GYR,  16.183, -11.809,  45.487,20181010_012544
MAG,-966.410,-262.582,1049.228,20181010_012544
FUS, 177.507,  -6.427,   3.181,20181010_012544
ACC,   0.249,   0.646,   9.934,20181010_012544
GYR,  26.680, -20.119,  69.105,20181010_012544
MAG,-965.688,-263.665,1049.577,20181010_012544
FUS,-167.891,  -7.742,   4.724,20181010_012545
