ACC,   0.350,   0.656,   9.991,20181010_000902
GYR,  26.680,  -1.749,  44.175,20181010_000902
MAG,-976.155,-202.305,1053.768,20181010_000902
FUS, 118.902,   6.302,  19.860,20181010_000902
ACC,   0.388,   0.627,   9.979,20181010_000902
GYR,  47.236, -20.557,  64.731,20181010_000902
MAG,-976.336,-202.125,1052.545,20181010_000902
FUS, 167.119, -23.273,  10.192,20181010_000902
ACC,   0.373,   0.634,   9.931,20181010_000903
GYR,  27.554, -19.244,  43.737,20181010_000903
MAG,-977.780,-203.569,1053.942,20181010_000903
FUS,-178.707, -12.597,   7.848,20181010_000903
ACC,   0.373,   0.649,   9.996,20181010_000903
GYR,  23.618, -13.121,  45.487,20181010_000903
MAG,-977.780,-202.125,1052.895,20181010_000903
FUS,-170.114,  -6.893,   3.167,20181010_000903
ACC,   0.385,   0.613,   9.931,20181010_000903
GYR,  28.429, -15.308,  44.612,20181010_000903
MAG,-975.434,-202.666,1053.418,20181010_000903
FUS,-164.896,  -6.483,   3.305,20181010_000903
ACC,   0.350,   0.603,   9.991,20181010_000904
GYR,  54.672, -19.244,  59.045,20181010_000904
MAG,-978.141,-203.208,1054.291,20181010_000904
FUS,-156.543,  -8.117,   9.261,20181010_000904
ACC,   0.383,   0.637,  10.017,20181010_000904
GYR,  29.304,  -9.622,  52.922,20181010_000904
MAG,-976.336,-202.847,1052.545,20181010_000904
FUS,-150.027,  -7.193,   0.823,20181010_000904
ACC,   0.371,   0.632,   9.922,20181010_000904
GYR,  19.244, -24.055,  47.236,20181010_000904
MAG,-977.780,-202.486,1053.942,20181010_000904
FUS,-147.451,  -7.072,  -3.078,20181010_000904
ACC,   0.376,   0.646,   9.941,20181010_000905
GYR,  17.495, -19.244,  45.487,20181010_000905
MAG,-976.336,-202.847,1053.942,20181010_000905
FUS,-145.885,  -3.785,  -2.731,20181010_000905
ACC,   0.330,   0.670,   9.962,20181010_000905
GYR,  32.366, -12.684,  64.294,20181010_000905
MAG,-977.058,-203.569,1053.593,20181010_000905
FUS,-138.922,  -1.422,   1.449,20181010_000905
ACC,   0.347,   0.649,  10.005,20181010_000906
GYR,  22.743, -34.552,  59.920,20181010_000906
MAG,-977.058,-201.403,1052.895,20181010_000906
FUS,-133.481,  -9.314,  -4.465,20181010_000906
ACC,   0.362,   0.630,   9.936,20181010_000906
GYR,  32.366,  -5.686,  53.797,20181010_000906
MAG,-976.336,-201.764,1051.498,20181010_000906
FUS,-129.910,   2.546,  -0.279,20181010_000906
ACC,   0.395,   0.685,   9.993,20181010_000906
GYR,  13.121,  -1.749,  65.168,20181010_000906
MAG,-976.336,-202.125,1053.942,20181010_000906
FUS,-124.130,   2.451,  -7.828,20181010_000906
ACC,   0.364,   0.627,  10.027,20181010_000907
GYR,  40.238, -23.618,  58.171,20181010_000907
MAG,-976.336,-202.125,1053.593,20181010_000907
FUS,-121.830,   0.170,   3.227,20181010_000907
ACC,   0.390,   0.644,   9.981,20181010_000907
GYR,  24.493, -15.745,  50.735,20181010_000907
MAG,-976.697,-203.208,1053.942,20181010_000907
FUS,-119.231,  -1.745,  -5.238,20181010_000907
ACC,   0.350,   0.654,   9.972,20181010_000907
GYR,  31.928, -17.495,  53.359,20181010_000907
MAG,-976.697,-202.125,1052.895,20181010_000907
FUS,-117.604,   2.862,  -1.901,20181010_000907
ACC,   0.352,   0.651,   9.960,20181010_000908
GYR,   6.561, -23.181,  41.550,20181010_000908
MAG,-977.599,-201.584,1052.720,20181010_000908
FUS,-119.501,  -0.916, -11.402,20181010_000908
ACC,   0.371,   0.644,   9.998,20181010_000908
GYR,  10.497, -14.871,  69.980,20181010_000908
MAG,-976.516,-202.305,1053.418,20181010_000908
FUS,-112.418,   7.111,  -4.065,20181010_000908
ACC,   0.352,   0.630,  10.008,20181010_000908
GYR,  30.616, -16.620,  51.173,20181010_000908
MAG,-977.960,-202.666,1052.371,20181010_000908
FUS,-112.725,   1.724,  -3.760,20181010_000908
ACC,   0.328,   0.637,   9.910,20181010_000909
GYR,  28.429, -13.996,  56.421,20181010_000909
MAG,-975.795,-201.223,1053.418,20181010_000909
FUS,-110.582,   4.993,  -4.167,20181010_000909
ACC,   0.381,   0.675,   9.967,20181010_000909
